Identifiant_de_l_etablissement;Type_etablissement;Statut_public_prive;Type_contrat_prive;Nom_etablissement;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Libelle_departement;Code_academie;Libelle_academie;Code_region;Libelle_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Lycee_des_metiers;Apprentissage;Segpa;Post_BAC;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Nombre_d_eleves;GRETA;SIREN_SIRET;Fiche_onisep;Appartenance_Education_Prioritaire;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;position;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature
0071381N;Ecole;Public;SANS OBJET;Ecole primaire;Avenue Andr� Jean ;;07260 ROSIERES;07260;07199;Rosi�res;07;Ard�che;08;Grenoble;84;Auvergne-Rh�ne-Alpes;1;1;;;;0475395706;;;ce.0071381N@ac-grenoble.fr;1;0;0;;;;;;;;;;;;;116;;21070199100023;;;799951.6;6376628.5;EPSG:2154;Circonscription d'inspection du 1er degr� d'Aubenas 2;44.48155496749043;4.256852858434747;44.48155496749043,4.256852858434747;Num�ro de rue;1995-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0080670K;Ecole;Public;SANS OBJET;Ecole primaire;GRANDE RUE ;;08140 POURU AUX BOIS;08140;08342;Pouru-aux-Bois;08;Ardennes;19;Reims;44;Grand Est;1;1;;;;0324263865;;;ce.0080670k@ac-reims.fr;0;0;0;;;;;;;;;;;;;;;21080308600029;;;850980.7;6958366.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Sedan;49.706331743032116;5.092066809550113;49.706331743032116,5.092066809550113;INTERPOLATION;1968-05-10;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0080812P;Ecole;Public;SANS OBJET;Ecole maternelle;25 GRANDE RUE ;;08140 POURU ST REMY;08140;08343;Pouru-Saint-Remy;08;Ardennes;19;Reims;44;Grand Est;1;0;;;;0324264416;;;ce.0080812P@ac-reims.fr;0;0;0;;;;;;;;;;;;;44;;21080309400023;;;850444.9;6955407.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Sedan;49.679882219379344;5.0835643696165365;49.679882219379344,5.0835643696165365;Num�ro de rue;1968-11-15;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;008047;101;ECOLE MATERNELLE
0110770C;Ecole;Priv�;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ecole primaire priv�e Saint Michel;1 rue JOSEPH POUX ;;11000 CARCASSONNE;11000;11069;Carcassonne;11;Aude;11;Montpellier;76;Occitanie;1;1;;;;0468251161;;;ce.0110770c@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;5;;51493040300027;;;647211.5;6234667.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Carcassonne 2 - ASH;43.20926287944151;2.350840682864837;43.20926287944151,2.350840682864837;Num�ro de rue;1971-03-15;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0130281K;Ecole;Public;SANS OBJET;Ecole maternelle Lauves;46 avenue Paul C�zanne ;;13100 AIX EN PROVENCE;13100;13001;Aix-en-Provence;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;0;;;;0442232844;;;ce.0130281K@ac-aix-marseille.fr;1;0;0;;;;;;;;;;;;;110;;21130001700210;;;897769.2;6273854.9;EPSG:2154;Circonscription d'inspection du 1er degr� d'Aix-en-Provence Est;43.536193950429144;5.4462459773961145;43.536193950429144,5.4462459773961145;Rue;1965-07-10;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0130601H;Ecole;Public;SANS OBJET;Ecole primaire Parette Mazenode;427 boulevard Mireille Lauze ;;13011 MARSEILLE;13011;13211;Marseille 11e  Arrondissement;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;1;;;;0491449891;;;ce.0130601H@ac-aix-marseille.fr;1;0;1;;;;;;;;;;;;;215;;21130055305676;;REP;897297.7;6246057.5;EPSG:2154;Circonscription d'inspection du 1er degr� de Marseille 09 �toile;43.28636712370048;5.429840541543859;43.28636712370048,5.429840541543859;Num�ro de rue;1965-07-10;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0130741K;Ecole;Public;SANS OBJET;Ecole �l�mentaire Cath�drale de la Major;41 A rue de l'Ev�ch� ;;13002 MARSEILLE;13002;13202;Marseille  2e  Arrondissement;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;0;1;;;;0491912151;;;ce.0130741K@ac-aix-marseille.fr;1;0;1;;;;;;;;;;;;;191;;21130055301022;;REP+;892115.1;6247450.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Marseille 03 la joliette;43.300307058885096;5.36656638522207;43.300307058885096,5.36656638522207;Num�ro de rue;1965-07-10;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0132601G;Ecole;Public;SANS OBJET;Ecole �l�mentaire La Batarelle;38 rue de Lissandre ;;13014 MARSEILLE;13014;13214;Marseille 14e  Arrondissement;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;0;1;;;;0491984380;;;ce.0132601G@ac-aix-marseille.fr;1;0;0;;;;;;;;;;;;;301;;21130055303044;;;895477.0;6253770.0;EPSG:2154;Circonscription d'inspection du 1er degr� d'Allauch Plan-de-Cuques - Maternelle;43.356216628330635;5.4103299849441955;43.356216628330635,5.4103299849441955;BATIMENT;1976-05-26;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0132602H;Ecole;Public;SANS OBJET;Ecole maternelle La Batarelle;38 rue de Lissandre ;;13014 MARSEILLE;13014;13214;Marseille 14e  Arrondissement;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;0;;;;0491983859;;;ce.0132602H@ac-aix-marseille.fr;1;0;0;;;;;;;;;;;;;220;;21130055303051;;;895477.0;6253770.0;EPSG:2154;Circonscription d'inspection du 1er degr� d'Allauch Plan-de-Cuques - Maternelle;43.356216628330635;5.4103299849441955;43.356216628330635,5.4103299849441955;BATIMENT;1976-05-26;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0134225X;Ecole;Public;SANS OBJET;Ecole primaire publique Andr� Allar;Rue Andr� Allar ;;13015 MARSEILLE;13015;13215;Marseille 15e  Arrondissement;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;1;;;;;;;ce.0134225X@ac-aix-marseille.fr;0;0;0;;;;;;;;;;;;;;;21130055306674;;REP+;891854.1;6250141.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Marseille 15 Madrague;43.32457588099442;5.364345530526196;43.32457588099442,5.364345530526196;Rue;2018-06-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134229B;Ecole;Public;SANS OBJET;�cole primaire publique jean d'Ormesson;Impasse DE LA GRAND PIECE ;;13600 CEYRESTE;13600;13023;Ceyreste;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;1;;;;;;;ce.0134229B@ac-aix-marseille.fr;0;0;0;;;;;;;;;;;;;;;21130023100068;;;913377.1;6238299.2;EPSG:2154;Circonscription d'inspection du 1er degr� de La Ciotat;43.211986150528986;5.624552925276439;43.211986150528986,5.624552925276439;Rue;2018-06-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134230C;Ecole;Public;SANS OBJET;�cole maternelle publique de paradou;Rue de l'ancienne gare ;;13520 PARADOU;13520;13068;Paradou;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;0;;;;0490937925;;;ce.0134230C@ac-aix-marseille.fr;0;0;0;;;;;;;;;;;;;;;21130068600089;;;844500.1;6293245.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Saint Martin;43.72347423481664;4.79306297754466;43.72347423481664,4.79306297754466;Rue;2018-06-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0134231D;Ecole;Public;SANS OBJET;Ecole �l�mentaire publique Madrague Ville;141 chemin de la Madrague Ville ;;13002 MARSEILLE;13002;13202;Marseille  2e  Arrondissement;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;0;1;;;;;;;ce.0134231D@ac-aix-marseille.fr;0;0;0;;;;;;;;;;;;;;;21130055300982;;REP+;891609.0;6250401.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Marseille 15 Madrague;43.32697432684728;5.361422374670122;43.32697432684728,5.361422374670122;Num�ro de rue;2018-06-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134232E;Ecole;Public;SANS OBJET;�cole primaire publique Simone Veil;90 impasse DE LA DRAILLE ;;13100 AIX EN PROVENCE;13100;13001;Aix-en-Provence;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;1;;;;;;;ce.0134232E@ac-aix-marseille.fr;0;0;0;;;;;;;;;;;;;;;21130001701051;;;890829.9;6268588.6;EPSG:2154;Circonscription d'inspection du 1er degr� d'Aix-en-Provence Sud;43.490733692153334;5.358519352232232;43.490733692153334,5.358519352232232;Lieu-dit;2018-06-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134240N;Ecole;Public;SANS OBJET;Ecole �l�mentaire publique R�volution Vaillant;45 rue Edouard Vaillant ;;13003 MARSEILLE;13003;13203;Marseille  3e  Arrondissement;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;0;1;;;;;;;ce.0134240N@ac-aix-marseille.fr;0;0;0;;;;;;;;;;;;;;;21130055304612;;REP+;893168.7;6249202.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Marseille 14 St charles;43.31577560462882;5.38018765563169;43.31577560462882,5.38018765563169;Num�ro de rue;2018-06-11;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134267T;Ecole;Public;SANS OBJET;Ecole maternelle Marie Mauron;6 chemin de Vignon ;;13180 GIGNAC LA NERTHE;13180;13043;Gignac-la-Nerthe;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;0;;;;;;;ce.0134267T@ac-aix-marseille.fr;0;0;0;;;;;;;;;;;;;;;21130043900190;;;;;;Circonscription d'inspection du 1er degr� de Ch�teauneuf;;;;;2019-03-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0134269V;Ecole;Public;SANS OBJET;Ecole maternelle Nelson Mandela;5 chemin des Minots ;;13180 GIGNAC LA NERTHE;13180;13043;Gignac-la-Nerthe;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;0;;;;;;;ce.0134269V@ac-aix-marseille.fr;1;0;0;;;;;;;;;;;;;;;21130043900208;;;;;;Circonscription d'inspection du 1er degr� de Ch�teauneuf;;;;;2019-03-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0134270W;Ecole;Public;SANS OBJET;Ecole �l�mentaire Marie Mauron;4 chemin de Vignon ;;13180 GIGNAC LA NERTHE;13180;13043;Gignac-la-Nerthe;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;0;1;;;;;;;ce.0134270W@ac-aix-marseille.fr;1;0;0;;;;;;;;;;;;;;;21130043900216;;;;;;Circonscription d'inspection du 1er degr� de Ch�teauneuf;;;;;2019-03-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134271X;Ecole;Public;SANS OBJET;Ecole �l�mentaire Nelson Mandela;1 chemin des Minots ;;13180 GIGNAC LA NERTHE;13180;13043;Gignac-la-Nerthe;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;0;1;;;;;;;ce.0134271X@ac-aix-marseille.fr;1;0;0;;;;;;;;;;;;;;;21130043900224;;;;;;Circonscription d'inspection du 1er degr� de Ch�teauneuf;;;;;2019-03-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134272Y;Ecole;Public;SANS OBJET;Ecole primaire Boulevard Danton;Boulevard Danton ;;13300 SALON DE PROVENCE;13300;13103;Salon-de-Provence;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;1;;;;;;;ce.0134272Y@ac-aix-marseille.fr;1;0;0;;;;;;;;;;;;;;;21130103100376;;;;;;Circonscription d'inspection du 1er degr� de Salon de Provence;;;;;2019-03-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134273Z;Ecole;Public;SANS OBJET;Ecole primaire Chanterelle;33 rue Commandant Mages ;;13001 MARSEILLE;13001;13201;Marseille  1er Arrondissement;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;1;;;;;;;ce.0134273Z@ac-aix-marseille.fr;1;0;0;;;;;;;;;;;;;;;21130055306682;;;;;;Circonscription d'inspection du 1er degr� de Marseille 13 longchamp;;;;;2019-03-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134274A;Ecole;Public;SANS OBJET;Ecole primaire Maurice Gouin;Chemin de Capeau ;;13800 ISTRES;13800;13047;Istres;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;1;1;;;;;;;ce.0134274A@ac-aix-marseille.fr;1;0;0;;;;;;;;;;;;;;;21130047000468;;;;;;Circonscription d'inspection du 1er degr� d'Istres;;;;;2019-03-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134279F;Ecole;Priv�;HORS CONTRAT;les graines du savoir;29 boulevard Jean barbieri ;;13015 MARSEILLE;13015;13215;Marseille 15e  Arrondissement;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;0;1;;;;0619593589;;;ecole.lesgrainesdusavoir@gmail.com;0;0;0;;;;;;;;;;;;;;;;;;891446.2;6255880.7;EPSG:2154;Circonscription 1er degr� IEN Ecoles Priv�es;43.37629156105092;5.361436215280154;43.37629156105092,5.361436215280154;Num�ro de rue;2019-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134282J;Ecole;Priv�;HORS CONTRAT;Montessori Internationale de Cabries;Avenue Raymond Martin ;;13480 CABRIES;13480;13019;Cabri�s;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;0;1;;;;0650601865;;;montessori.cabries@gmail.com;0;0;0;;;;;;;;;;;;;;;;;;890966.7;6263541.7;EPSG:2154;Circonscription 1er degr� IEN Ecoles Priv�es;43.44531125147877;5.35834668490991;43.44531125147877,5.35834668490991;Num�ro de rue;2019-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134283K;Ecole;Priv�;HORS CONTRAT;GIFT SCHOOL;110 chemin de peyres ;;13122 VENTABREN;13122;13114;Ventabren;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;0;1;;;;0695541301;;;karineravel@yahoo.fr;0;0;0;;;;;;;;;;;;;;;;;;888031.2;6274676.5;EPSG:2154;Circonscription 1er degr� IEN Ecoles Priv�es;43.54623002510305;5.326165509959715;43.54623002510305,5.326165509959715;Num�ro de rue;2019-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0134284L;Ecole;Priv�;HORS CONTRAT;Ecole les Entrelacs;41 rue Clovis Hugues ;;13003 MARSEILLE;13003;13203;Marseille  3e  Arrondissement;13;Bouches-du-Rh�ne;02;Aix-Marseille;93;Provence-Alpes-C�te d'Azur;0;1;;;;0682902585;;;entrelacs13@gmail.com;0;0;0;;;;;;;;;;;;;;;;;;893640.7;6248558.8;EPSG:2154;Circonscription 1er degr� IEN Ecoles Priv�es;43.30986045656209;5.385760481705348;43.30986045656209,5.385760481705348;Num�ro de rue;2019-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0171626A;Ecole;Priv�;HORS CONTRAT;MONTESSORI BY THE SEA;49 rue du Stade ;;17000 LA ROCHELLE;17000;17300;La Rochelle;17;Charente-Maritime;13;Poitiers;75;Nouvelle-Aquitaine;0;1;;;;0687268904;;;;0;0;0;;;;;;;;;;;;;;;;;;377515.9;6570879.8;EPSG:2154;Circonscription d'inspection du 1er degr� de La Rochelle Ouest;46.16088410992851;-1.1810119767310139;46.16088410992851,-1.1810119767310139;Num�ro de rue;2017-09-04;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0180083T;Ecole;Public;SANS OBJET;Ecole primaire;Route Ainay ;;18210 COUST;18210;18076;Coust;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;1;1;;;;0248635068;;;ce.0180083T@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;47;;21180076800023;;;668945.3;6621303.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Saint Amand Montrond;46.69109988245912;2.593634653302433;46.69109988245912,2.593634653302433;Num�ro de rue;1966-12-09;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0180109W;Ecole;Public;SANS OBJET;Ecole �l�mentaire;Route de Sancerre ;;18300 MENETREOL SOUS SANCERRE;18300;18146;M�n�tr�ol-sous-Sancerre;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;0;1;;;;0248540305;;;ce.0180109W@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;38;;21180146900027;;;689071.1;6691197.7;EPSG:2154;Circonscription d'inspection du 1er degr� de Cher Nord;47.32101414861866;2.8553132136982087;47.32101414861866,2.8553132136982087;Num�ro de rue;1966-12-14;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018022;151;ECOLE DE NIVEAU ELEMENTAIRE
0180114B;Ecole;Public;SANS OBJET;Ecole �l�mentaire; LE BOURG;;18600 NEUVY LE BARROIS;18600;18164;Neuvy-le-Barrois;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;0;1;;;;0248762100;;;ce.0180114B@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;20;;21180164200029;;;702809.6;6640555.1;EPSG:2154;Circonscription d'inspection du 1er degr� de Saint Amand Montrond;46.865158688825545;3.0368829313169106;46.865158688825545,3.0368829313169106;Num�ro de rue;1966-12-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018042;151;ECOLE DE NIVEAU ELEMENTAIRE
0180133X;Ecole;Public;SANS OBJET;Ecole �l�mentaire;10 route de Pr�veranges ;;18370 ST SATURNIN;18370;18234;Saint-Saturnin;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;0;1;;;;0248616233;;;ce.0180133X@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;14;;21180234300023;;;641594.5;6600916.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Saint Amand Montrond;46.50571526195499;2.238326809490682;46.50571526195499,2.238326809490682;Num�ro de rue;1966-12-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018028;151;ECOLE DE NIVEAU ELEMENTAIRE
0180149P;Ecole;Public;SANS OBJET;Ecole primaire; UZAY LE VENON;;18190 UZAY LE VENON;18190;18268;Uzay-le-Venon;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;1;1;;;;0248610563;;;ce.0180149P@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;22;;21180268100026;;;658841.1;6634816.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Saint Amand Montrond;46.81223127964485;2.4602112279125117;46.81223127964485,2.4602112279125117;Num�ro de rue;1966-12-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018005;151;ECOLE DE NIVEAU ELEMENTAIRE
0180154V;Ecole;Public;SANS OBJET;Ecole primaire;1 route de la Croix blanche VENESMES;;18190 VENESMES;18190;18273;Venesmes;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;1;1;;;;0248606657;;;ce.0180154V@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;44;;21180273100029;;;647588.7;6637907.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Saint Amand Montrond;46.83927208856015;2.3122924256680624;46.83927208856015,2.3122924256680624;Num�ro de rue;1966-12-08;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018045;151;ECOLE DE NIVEAU ELEMENTAIRE
0180160B;Ecole;Public;SANS OBJET;Ecole primaire;Place de la Mairie ;;18110 ALLOGNY;18110;18004;Allogny;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;1;1;;;;0248640393;;;ce.0180160B@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;94;;21180004000027;;;648552.5;6680778.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Bourges 2;47.22530696947832;2.3200947320148955;47.22530696947832,2.3200947320148955;Num�ro de rue;1966-12-05;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0180163E;Ecole;Public;SANS OBJET;Ecole �l�mentaire;Place de l'Eglise ;;18340 ANNOIX;18340;18006;Annoix;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;0;1;;;;0248255108;;;ce.0180163E@ac-orleans-tours.fr;0;0;0;;;;;;;;;;;;;24;;21180006500024;;;664420.1;6651193.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Bourges 1;46.95999703244244;2.532103958311802;46.95999703244244,2.532103958311802;Num�ro de rue;1966-12-05;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018035;151;ECOLE DE NIVEAU ELEMENTAIRE
0180170M;Ecole;Public;SANS OBJET;Ecole primaire;4 route de Chaon ;;18410 BRINON SUR SAULDRE;18410;18037;Brinon-sur-Sauldre;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;1;1;;;;0248585281;;;ce.0180170M@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;67;;21180037000028;;;643873.1;6718870.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Cher Nord;47.567822571176904;2.253498486627029;47.567822571176904,2.253498486627029;Num�ro de rue;1966-11-30;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018010;151;ECOLE DE NIVEAU ELEMENTAIRE
0180191K;Ecole;Public;SANS OBJET;Ecole �l�mentaire;Rue de la Gare ;;18380 IVOY LE PRE;18380;18115;Ivoy-le-Pr�;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;0;1;;;;0248589383;;;ce.0180191K@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;40;;21180115400025;;;661100.6;6693822.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Cher Nord;47.34358653690994;2.484794165498509;47.34358653690994,2.484794165498509;Num�ro de rue;1966-11-30;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018050;151;ECOLE DE NIVEAU ELEMENTAIRE
0180211G;Ecole;Public;SANS OBJET;Ecole primaire; OSMERY;;18130 OSMERY;18130;18173;Osmery;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;1;1;;;;0248596603;;;ce.0180211G@ac-orleans-tours.fr;0;0;0;;;;;;;;;;;;;23;;21180173300059;;;673678.9;6648407.1;EPSG:2154;Circonscription d'inspection du 1er degr� de Bourges 1;46.93534220421564;2.654021176497531;46.93534220421564,2.654021176497531;Num�ro de rue;1991-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018020;151;ECOLE DE NIVEAU ELEMENTAIRE
0180212H;Ecole;Public;SANS OBJET;Ecole primaire;Rue de la Mairie PIGNY;;18110 PIGNY;18110;18179;Pigny;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;1;1;;;;0248697031;;;ce.0180212H@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;117;;21180179000026;;;657947.5;6674660.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Bourges 2;47.17089661054023;2.444818358346647;47.17089661054023,2.444818358346647;Rue;1966-12-05;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018054;151;ECOLE DE NIVEAU ELEMENTAIRE
0180232E;Ecole;Public;SANS OBJET;Ecole �l�mentaire Bourgneuf;10 rue des ma�ons BOURGNEUF;;18110 ST ELOY DE GY;18110;18206;Saint-Eloy-de-Gy;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;0;1;;;;0248254421;;;ce.0180232E@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;63;;21180206100039;;;649634.4;6675946.5;EPSG:2154;Circonscription d'inspection du 1er degr� de Bourges 2;47.18189473825848;2.3349296925227683;47.18189473825848,2.3349296925227683;Num�ro de rue;1966-12-06;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE
0180248X;Ecole;Public;SANS OBJET;Ecole primaire;Route de Mehun ;;18500 STE THORETTE;18500;18237;Sainte-Thorette;18;Cher;18;Orl�ans-Tours;24;Centre-Val de Loire;1;1;;;;0248572247;;;ce.0180248X@ac-orleans-tours.fr;1;0;0;;;;;;;;;;;;;48;;21180237600023;;;639160.6;6664987.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Vierzon;47.08235665846263;2.198103017720838;47.08235665846263,2.198103017720838;Num�ro de rue;1966-12-05;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;018027;151;ECOLE DE NIVEAU ELEMENTAIRE
